site_id,date,discharge_lag1,discharge_lag2,discharge_lag3,discharge_roll_mean_3,discharge_roll_mean_7,discharge_diff_1,month,threshold,discharge_next_day,target
01646500,2022-06-11,5580.0,6620.0,5760.0,5806.666666666667,6114.285714285715,-360.0,6,28540.000000000007,5770.0,0.0
01646500,2022-06-12,5220.0,5580.0,6620.0,5523.333333333333,5902.857142857143,550.0,6,28540.000000000007,5780.0,0.0
01646500,2022-06-13,5770.0,5220.0,5580.0,5590.0,5804.285714285715,10.0,6,28540.000000000007,5600.0,0.0
01646500,2022-06-14,5780.0,5770.0,5220.0,5716.666666666667,5761.428571428572,-180.0,6,28540.000000000007,5210.0,0.0
01646500,2022-06-15,5600.0,5780.0,5770.0,5530.0,5682.857142857143,-390.0,6,28540.000000000007,4980.0,0.0
01646500,2022-06-16,5210.0,5600.0,5780.0,5263.333333333333,5448.571428571428,-230.0,6,28540.000000000007,5170.0,0.0
01646500,2022-06-17,4980.0,5210.0,5600.0,5120.0,5390.0,190.0,6,28540.000000000007,4730.0,0.0
01646500,2022-06-18,5170.0,4980.0,5210.0,4960.0,5320.0,-440.0,6,28540.000000000007,4150.0,0.0
01646500,2022-06-19,4730.0,5170.0,4980.0,4683.333333333333,5088.571428571428,-580.0,6,28540.000000000007,3720.0,0.0
01646500,2022-06-20,4150.0,4730.0,5170.0,4200.0,4794.285714285715,-430.0,6,28540.000000000007,3410.0,0.0
01646500,2022-06-21,3720.0,4150.0,4730.0,3760.0,4481.428571428572,-310.0,6,28540.000000000007,3410.0,0.0
01646500,2022-06-22,3410.0,3720.0,4150.0,3513.3333333333335,4224.285714285715,0.0,6,28540.000000000007,4950.0,0.0
01646500,2022-06-23,3410.0,3410.0,3720.0,3923.3333333333335,4220.0,1540.0,6,28540.000000000007,4720.0,0.0
01646500,2022-06-24,4950.0,3410.0,3410.0,4360.0,4155.714285714285,-230.0,6,28540.000000000007,6310.0,0.0
01646500,2022-06-25,4720.0,4950.0,3410.0,5326.666666666667,4381.428571428572,1590.0,6,28540.000000000007,5250.0,0.0
01646500,2022-06-26,6310.0,4720.0,4950.0,5426.666666666667,4538.571428571428,-1060.0,6,28540.000000000007,4540.0,0.0
01646500,2022-06-27,5250.0,6310.0,4720.0,5366.666666666667,4655.714285714285,-710.0,6,28540.000000000007,4620.0,0.0
01646500,2022-06-28,4540.0,5250.0,6310.0,4803.333333333333,4828.571428571428,80.0,6,28540.000000000007,5020.0,0.0
01646500,2022-06-29,4620.0,4540.0,5250.0,4726.666666666667,5058.571428571428,400.0,6,28540.000000000007,4150.0,0.0
01646500,2022-06-30,5020.0,4620.0,4540.0,4596.666666666667,4944.285714285715,-870.0,6,28540.000000000007,3940.0,0.0
01646500,2022-07-01,4150.0,5020.0,4620.0,4370.0,4832.857142857143,-210.0,7,28540.000000000007,4250.0,0.0
01646500,2022-07-02,3940.0,4150.0,5020.0,4113.333333333333,4538.571428571428,310.0,7,28540.000000000007,5160.0,0.0
01646500,2022-07-03,4250.0,3940.0,4150.0,4450.0,4525.714285714285,910.0,7,28540.000000000007,4420.0,0.0
